block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign	Sl_gene	Sl_chrf	Sl_statrtsite	Sl_length	Sl_sign	Tn_gene	Tn_chrf	Tn_statrtsite	Tn_length	Tn_sign	Hmel_gene	Hmel_chrf	Hmel_statrtsite	Hmel_length	Hmel_sign
0	KWMTBOMO00801	2	3188594	2764	-1	SWUPr00000300	1	531536	6687	1	SWUSl0046010	10	2908408	3111	-1	Tni09268	2	506216	2658	1	HMEL011216g1.t1	7	1543765	1901	1
0	KWMTBOMO00802	2	3198135	7525	1	SWUPr00000290	1	516001	3959	-1	SWUSl0046060	10	3063979	4858	-1	Tni09262	2	392374	2320	1	HMEL011227g1.t1	7	1652923	3428	-1
0	KWMTBOMO00820	2	3461947	13870	1	SWUPr00001630	1	5223564	30160	-1	SWUSl0046090	10	3110898	71917	1	Tni09261	2	412588	140382	-1	HMEL011229g1.t1	7	1672811	26377	1
0	KWMTBOMO00822	2	3573836	40578	-1	SWUPr00001610	1	5101700	35348	1	SWUSl0046110	10	3293814	42623	-1	Tni09260	2	248266	18820	1	HMEL011232g1.t1	7	1739554	12972	-1
0	KWMTBOMO00824	2	3613987	4758	1	SWUPr00001600	1	5065177	2682	1	SWUSl0046120	10	3313465	9648	-1	Tni09259	2	215013	5238	1	HMEL011234g1.t1	7	1752695	4347	-1
0	KWMTBOMO00829	2	3757710	27698	-1	SWUPr00000750	1	2385431	24995	-1	SWUSl0046350	10	4311305	25841	-1	Tni09256	2	154500	28427	1	HMEL011239g1.t1	7	1808447	23456	-1
10	KWMTBOMO00837	2	4102521	3284	-1	SWUPr00000420	1	971865	23679	1	SWUSl0046440	10	4829752	3491	-1	Tni13863	2	2588805	4189	1	HMEL011245g1.t1	7	2014568	2370	-1
10	KWMTBOMO00838	2	4103662	3250	1	SWUPr00000410	1	971295	3823	-1	SWUSl0046450	10	4830348	2246	1	Tni13864	2	2588152	2368	-1	HMEL011246g1.t1	7	2015334	1891	1
0	KWMTBOMO00839	2	4114161	3887	-1	SWUPr00000380	1	931114	8951	-1	SWUSl0046430	10	4821483	3593	1	Tni13862	2	2596984	3407	-1	HMEL011247g1.t1	7	2020219	1951	-1
10	KWMTBOMO00841	2	4184372	9713	1	SWUPr00000370	1	839871	15849	-1	SWUSl0046410	10	4713796	9153	-1	Tni13859	2	2655325	5879	1	HMEL011251g1.t1	7	2060006	5206	1
10	KWMTBOMO00843	2	4223692	32013	1	SWUPr00000330	1	762119	34032	-1	SWUSl0046390	10	4632966	39324	1	Tni13857	2	2687091	25017	1	HMEL037394g1.t1	7	2087357	10819	1
10	KWMTBOMO00844	2	4287931	26820	-1	SWUPr00000320	1	674801	45056	1	SWUSl0046400	10	4690845	8797	-1	Tni13856	2	2736060	23787	-1	HMEL005798g1.t1	7	2115718	14730	-1
10	KWMTBOMO00848	2	4347311	4849	-1	SWUPr00000310	1	576569	39925	1	SWUSl0046300	10	4127780	27073	1	Tni12229	2	2802160	20607	-1	HMEL008505-RA	7	2159676	10441	-1
